case_type,sample_id,user_history_truncated,candidate_pool,target_item_id,predicted_ranked_item_ids,target_rank,NDCG,MRR,parse_success,failure_reason,raw_output_truncated
rank_gt3,beauty_test_AE53TOMIUB7ENP3RD44KDAARU6AQ_listwise,"[{""item_id"": ""B07MN1KJ15"", ""title"": ""MBA Renewing Retinol Serum, 1.7 fl. oz, 0.5% Retinol Hydrates & Brightens Skin's Appearance by Diminishing the Look of Breakouts, Hyperpigmentation, and Signs of Aging by Higher Education Skincare"", ""text"": ""Title: MBA Renewing Retinol Serum, 1.7 fl. oz, 0.5% Retinol Hydrates & Brightens Skin's Appearance by Diminishing the Look of Breakouts, Hyperpigmentation, and Signs of Aging by Higher Education Skincare"", ""text_missing"": false, ""text_fallback_used"": fals","[""B09CTBZVD6"", ""B07T3Z58HL"", ""B09671G4KH"", ""B08SQ31H8P"", ""B0B8SFDJN9"", ""B099959RFF""]",B0B8SFDJN9,"[""B09CTBZVD6"", ""B07T3Z58HL"", ""B09671G4KH"", ""B08SQ31H8P"", ""B0B8SFDJN9"", ""B099959RFF""]",5,0.38685280723454163,0.2,True,,"{""ranked_item_ids"":[""B09CTBZVD6"",""B07T3Z58HL"",""B09671G4KH"",""B08SQ31H8P"",""B0B8SFDJN9"",""B099959RFF""]}"
rank_gt3,beauty_test_AE644JVRCJETRVH5MHJ55NHVPOFQ_listwise,"[{""item_id"": ""B0190JGPZA"", ""title"": ""Organic Tea Tree Oil Conditioner : #1 with Tea Tree Oil, Argan Oil and Coconut Oil 3-in-1 Formula by Keeva - 100% Natural Ingredients - Perfect for Moisturizing Damaged, Dry, Curly, Color Treated Hair"", ""text"": ""Title: Organic Tea Tree Oil Conditioner : #1 with Tea Tree Oil, Argan Oil and Coconut Oil 3-in-1 Formula by Keeva - 100% Natural Ingredients - Perfect for Moisturizing Damaged, Dry, Curly, Color Treated Hair"", ""text_missing"": false, ""text_fallback_use","[""B087D7MVHB"", ""B07Q2G3FSY"", ""B07L9H27SH"", ""B07LCF4BK5"", ""B01CUPHRQM"", ""B08CR1YH7B""]",B01CUPHRQM,"[""B07Q2G3FSY"", ""B087D7MVHB"", ""B07L9H27SH"", ""B07LCF4BK5"", ""B01CUPHRQM"", ""B08CR1YH7B""]",5,0.38685280723454163,0.2,True,,"{""ranked_item_ids"":[""B07Q2G3FSY"",""B087D7MVHB"",""B07L9H27SH"",""B07LCF4BK5"",""B01CUPHRQM"",""B08CR1YH7B""]}"
rank_gt3,beauty_test_AE6AUO3Z6Q5N5VK2JDWGZEGFW4GA_listwise,"[{""item_id"": ""B002C741NG"", ""title"": ""Philips Norelco QC5055 Power Hair Clipper"", ""text"": ""Title: Philips Norelco QC5055 Power Hair Clipper Description: Product Description Philips Norelco's Power Hair Clipper cuts normal, coarse and curly hair. The turbo power option can be turned on when hair is more difficult to get through. This easy-to-use hair clipper brings simplicity to you life, giving you all the options without all the pieces. Three hair clipper combs provide 15 length options (up to 1","[""B08M3C6LVS"", ""B07MZT83KK"", ""B09PBTF7V4"", ""B08KFLJQMR"", ""B095RYJJHY"", ""B00OPEASFO""]",B095RYJJHY,"[""B09PBTF7V4"", ""B08M3C6LVS"", ""B07MZT83KK"", ""B08KFLJQMR"", ""B095RYJJHY"", ""B00OPEASFO""]",5,0.38685280723454163,0.2,True,,"{""ranked_item_ids"":[""B09PBTF7V4"",""B08M3C6LVS"",""B07MZT83KK"",""B08KFLJQMR"",""B095RYJJHY"",""B00OPEASFO""]}"
rank_gt3,beauty_test_AE6I5KFJ2EJNRBBV7NWURRU2X6UQ_1_listwise,"[{""item_id"": ""B0811PYYKY"", ""title"": ""Lihui Pre-Twisted Passion Twist Crochet Hair 6 Packs Pre-Looped Crochet Hair For Women 14inch Passion Twist Hair Crochet Braids Hair(14Inch,#1B)"", ""text"": ""Title: Lihui Pre-Twisted Passion Twist Crochet Hair 6 Packs Pre-Looped Crochet Hair For Women 14inch Passion Twist Hair Crochet Braids Hair(14Inch,#1B)"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B07WTZP6WD"", ""title"": ""STYLEAGAL False Eyelashes - 4 Pairs M","[""B08DJ1BMHX"", ""B081L8J1D8"", ""B08S1LWF9V"", ""B08CZM3GH3"", ""B07KG1TWP5"", ""B08GFJ31JG""]",B08CZM3GH3,"[""B08GFJ31JG"", ""B08DJ1BMHX"", ""B081L8J1D8"", ""B08S1LWF9V"", ""B08CZM3GH3"", ""B07KG1TWP5""]",5,0.38685280723454163,0.2,True,,"{""ranked_item_ids"":[""B08GFJ31JG"",""B08DJ1BMHX"",""B081L8J1D8"",""B08S1LWF9V"",""B08CZM3GH3"",""B07KG1TWP5""]}"
rank_gt3,beauty_test_AE7ORM7AKFHTVW6GYY66E4MEAIVA_listwise,"[{""item_id"": ""B08S2LYN64"", ""title"": ""Long Black Wavy Wig with Bangs for Women Synthetic Wigs Natural Looking Realistic Wigs Hair for Daily Party Cosplay Use"", ""text"": ""Title: Long Black Wavy Wig with Bangs for Women Synthetic Wigs Natural Looking Realistic Wigs Hair for Daily Party Cosplay Use"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B08W8LKLHB"", ""title"": ""Maestee 9 Pcs Gel Nail Polish Kit, 6 Colors (8ml) with Base and Top Coat and Matte Top ","[""B089K3DLD6"", ""B088WHPJS5"", ""B08FTC49Q1"", ""B09ZNXX417"", ""B08QVJ4NVD"", ""B08HGZXLP6""]",B09ZNXX417,"[""B08QVJ4NVD"", ""B089K3DLD6"", ""B088WHPJS5"", ""B08FTC49Q1"", ""B09ZNXX417"", ""B08HGZXLP6""]",5,0.38685280723454163,0.2,True,,"{""ranked_item_ids"":[""B08QVJ4NVD"",""B089K3DLD6"",""B088WHPJS5"",""B08FTC49Q1"",""B09ZNXX417"",""B08HGZXLP6""]}"
rank_gt3,beauty_test_AE7ZWVM3BUBG5OFF37ALYQHHVHVQ_listwise,"[{""item_id"": ""B0B4MR9BXN"", ""title"": ""JUNG SAEM MOOL OFFICIAL] JUNGSAEMMOOL Minifying Cica Mist Balm"", ""text"": ""Title: JUNG SAEM MOOL OFFICIAL] JUNGSAEMMOOL Minifying Cica Mist Balm"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B09R826BXF"", ""title"": ""essence | Welcome to Miami Eyeshadow Palette | 12 Highly Pigmented, Blendable Shades | Matte & Metallic | Vegan & Cruelty Free | Made Without Oil, Fragrance, Parabens, Alcohol, & Microplastic Particles","[""B00O2FGBJS"", ""B083PXJBVY"", ""B07X1NG7TG"", ""B0719CXFHG"", ""B07NPCT6L5"", ""B09X23VTSQ""]",B09X23VTSQ,"[""B07NPCT6L5"", ""B00O2FGBJS"", ""B083PXJBVY"", ""B07X1NG7TG"", ""B0719CXFHG"", ""B09X23VTSQ""]",6,0.3562071871080222,0.16666666666666666,True,,"{""ranked_item_ids"":[""B07NPCT6L5"",""B00O2FGBJS"",""B083PXJBVY"",""B07X1NG7TG"",""B0719CXFHG"",""B09X23VTSQ""]}"
rank_gt3,beauty_test_AEAT2QOOIXWFLBQESCVLAVXLK3RQ_listwise,"[{""item_id"": ""B089YWCVRQ"", ""title"": ""Reusable Makeup Remover Pads| Dual- Texture Soft Reusable Face Microfiber Rounds For Mascara, Eye Shadow, Lipstick, Foundation (3 Pads+ Makeup Headband +Laundry Bag)"", ""text"": ""Title: Reusable Makeup Remover Pads| Dual- Texture Soft Reusable Face Microfiber Rounds For Mascara, Eye Shadow, Lipstick, Foundation (3 Pads+ Makeup Headband +Laundry Bag)"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B08KGVBW41"", ""titl","[""B08BNNNMH5"", ""B087ZQG11L"", ""B08SBV6Z57"", ""B094MQSRDL"", ""B08C24Q6LB"", ""B01AYTGWA8""]",B08SBV6Z57,"[""B08C24Q6LB"", ""B08BNNNMH5"", ""B087ZQG11L"", ""B08SBV6Z57"", ""B094MQSRDL"", ""B01AYTGWA8""]",4,0.43067655807339306,0.25,True,,"{""ranked_item_ids"":[""B08C24Q6LB"",""B08BNNNMH5"",""B087ZQG11L"",""B08SBV6Z57"",""B094MQSRDL"",""B01AYTGWA8""]}"
rank_gt3,beauty_test_AEAULPMFJAJ3LY45DFUK6XBYJJUA_listwise,"[{""item_id"": ""B07SW6H672"", ""title"": ""Cute Cartoon Makeup Brushes Set - 8pcs Fairy Makeup Brushes with Soft Pink Fiber and Metallic Handle for Eyebrow, Eyeshadow, Foundation, Blending and Lips, Great Gift for Sister Girlfriend (Style B)"", ""text"": ""Title: Cute Cartoon Makeup Brushes Set - 8pcs Fairy Makeup Brushes with Soft Pink Fiber and Metallic Handle for Eyebrow, Eyeshadow, Foundation, Blending and Lips, Great Gift for Sister Girlfriend (Style B)"", ""text_missing"": false, ""text_fallback_used"": ","[""B0B88X2FK4"", ""B08P5579KC"", ""B097Y9L3J8"", ""B09473GGM4"", ""B01I2MU2JQ"", ""B07XVNJFNF""]",B097Y9L3J8,"[""B09473GGM4"", ""B0B88X2FK4"", ""B08P5579KC"", ""B097Y9L3J8"", ""B01I2MU2JQ"", ""B07XVNJFNF""]",4,0.43067655807339306,0.25,True,,"{""ranked_item_ids"":[""B09473GGM4"",""B0B88X2FK4"",""B08P5579KC"",""B097Y9L3J8"",""B01I2MU2JQ"",""B07XVNJFNF""]}"
rank_gt3,beauty_test_AEAV6DQ5GDYWY72VTH2TRC2QA6QQ_listwise,"[{""item_id"": ""B0B593V71L"", ""title"": ""Shower Cap for Women Reusable Long Hair Double Waterproof Large Shower Hair Hat Adjustable (11 inches, Pink, Black, Bowknot)"", ""text"": ""Title: Shower Cap for Women Reusable Long Hair Double Waterproof Large Shower Hair Hat Adjustable (11 inches, Pink, Black, Bowknot)"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B0C711DDV7"", ""title"": ""Whalrace PMU Needles, 10 PCS 3P/3R Safe and Disposable Microblading Needles, ","[""B0B8CX4MKV"", ""B09DCGXDLL"", ""B08LPC1G23"", ""B08R3F946X"", ""B09FNTZFZZ"", ""B0BP2Y6QY4""]",B0BP2Y6QY4,"[""B0B8CX4MKV"", ""B09DCGXDLL"", ""B08LPC1G23"", ""B08R3F946X"", ""B09FNTZFZZ"", ""B0BP2Y6QY4""]",6,0.3562071871080222,0.16666666666666666,True,,"{""ranked_item_ids"":[""B0B8CX4MKV"",""B09DCGXDLL"",""B08LPC1G23"",""B08R3F946X"",""B09FNTZFZZ"",""B0BP2Y6QY4""]}"
rank_gt3,beauty_test_AEBFX66JP7X6UWGZKVVXGRWDFQJQ_listwise,"[{""item_id"": ""B08BZ1RHPS"", ""title"": ""MD Complete Bright & Healthy Vitamin C+ Vitalizing Face Serum| with Vitamin C, Vitamin E and Herbal Extracts | Potent Antioxidant Protection, Nourishes, Brightens and Evens Skin 0.5 fl oz"", ""text"": ""Title: MD Complete Bright & Healthy Vitamin C+ Vitalizing Face Serum| with Vitamin C, Vitamin E and Herbal Extracts | Potent Antioxidant Protection, Nourishes, Brightens and Evens Skin 0.5 fl oz"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ","[""B09JHRSPVS"", ""B09JFTQLD5"", ""B089QR2Y5B"", ""B0B8F6MWFJ"", ""B09T5L3GF2"", ""B08XBBZPN6""]",B08XBBZPN6,"[""B09JHRSPVS"", ""B09JFTQLD5"", ""B089QR2Y5B"", ""B0B8F6MWFJ"", ""B09T5L3GF2"", ""B08XBBZPN6""]",6,0.3562071871080222,0.16666666666666666,True,,"{""ranked_item_ids"":[""B09JHRSPVS"",""B09JFTQLD5"",""B089QR2Y5B"",""B0B8F6MWFJ"",""B09T5L3GF2"",""B08XBBZPN6""]}"
rank_gt3,beauty_test_AEC6IZVI2NGFBCIYVD4X5MDGB6DQ_2_listwise,"[{""item_id"": ""B083M7MNLP"", ""title"": ""Boar Bristle Hair Brush Set With Wide Tooth Tail Comb Natural Soft Hair Brushes For Women Kids Mens Hair Brush For Straightening Styling Smoothing Brush Adds Shine Fine Hair Brush For Men"", ""text"": ""Title: Boar Bristle Hair Brush Set With Wide Tooth Tail Comb Natural Soft Hair Brushes For Women Kids Mens Hair Brush For Straightening Styling Smoothing Brush Adds Shine Fine Hair Brush For Men"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ","[""B086N2SY91"", ""B07VWLSNYN"", ""B00G7PCKI2"", ""B08T7GPT1D"", ""B09BR6T5X6"", ""B08BFH35VX""]",B08T7GPT1D,"[""B08BFH35VX"", ""B086N2SY91"", ""B07VWLSNYN"", ""B00G7PCKI2"", ""B08T7GPT1D"", ""B09BR6T5X6""]",5,0.38685280723454163,0.2,True,,"{""ranked_item_ids"":[""B08BFH35VX"",""B086N2SY91"",""B07VWLSNYN"",""B00G7PCKI2"",""B08T7GPT1D"",""B09BR6T5X6""]}"
rank_gt3,beauty_test_AECIT3NMW6RKABFS6YOCYX4YUYOQ_listwise,"[{""item_id"": ""B085SY4WC3"", ""title"": ""Pine Gel Nail Polish Set Chameleon Shimmering Color and Black 7.5 ml LED UV Cured Soak Off Nail Gel for Nail Art Manicure"", ""text"": ""Title: Pine Gel Nail Polish Set Chameleon Shimmering Color and Black 7.5 ml LED UV Cured Soak Off Nail Gel for Nail Art Manicure"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B08CVCLVS2"", ""title"": ""Gel Nail Polish Set, Glitter 6 Colors Gel Polish Kit Popular Nail Art Design Soak O","[""B09MKLLL5J"", ""B08DK5D9J5"", ""B093Q24N9V"", ""B08FBHNBP1"", ""B0BGSZJC51"", ""B08H1XKLMS""]",B093Q24N9V,"[""B08H1XKLMS"", ""B09MKLLL5J"", ""B08DK5D9J5"", ""B093Q24N9V"", ""B08FBHNBP1"", ""B0BGSZJC51""]",4,0.43067655807339306,0.25,True,,"{""ranked_item_ids"":[""B08H1XKLMS"",""B09MKLLL5J"",""B08DK5D9J5"",""B093Q24N9V"",""B08FBHNBP1"",""B0BGSZJC51""]}"
rank_gt3,beauty_test_AECO2ZWV634CZOOCC7MQ23TC3GMQ_listwise,"[{""item_id"": ""B00U2VQZC4"", ""title"": ""Neutrogena Ultra Light Facial Cleansing Oil & Makeup Remover, Non-Comedogenic Face Oil Cleanser to Remove Dirt, Oil, Makeup & Waterproof Mascara, 4 fl. oz"", ""text"": ""Title: Neutrogena Ultra Light Facial Cleansing Oil & Makeup Remover, Non-Comedogenic Face Oil Cleanser to Remove Dirt, Oil, Makeup & Waterproof Mascara, 4 fl. oz Description: Remove makeup- even waterproof mascara- as well as dirt and oil from your skin with Neutrogena Ultra Light Cleansing Oil. ","[""B08Z32P2Q6"", ""B091Y1V1FZ"", ""B012Q9NGE4"", ""B09Y1Z581L"", ""B098GMKW8D"", ""B07T4YQK62""]",B07T4YQK62,"[""B091Y1V1FZ"", ""B08Z32P2Q6"", ""B012Q9NGE4"", ""B09Y1Z581L"", ""B098GMKW8D"", ""B07T4YQK62""]",6,0.3562071871080222,0.16666666666666666,True,,"{""ranked_item_ids"":[""B091Y1V1FZ"",""B08Z32P2Q6"",""B012Q9NGE4"",""B09Y1Z581L"",""B098GMKW8D"",""B07T4YQK62""]}"
rank_gt3,beauty_test_AECOPBDL3PHOESNB2RXKPZSXGBOA_listwise,"[{""item_id"": ""B0BC273JJR"", ""title"": ""Red Carpet Manicure Starter Kits"", ""text"": ""Title: Red Carpet Manicure Starter Kits"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B089CSF11Y"", ""title"": ""Empty Brown Glass Spray Bottles2-Pack, Refillable 16 oz Containers for Essential Oils, Cleaning Products, Aromatherapy, Misting Plants, or Cooking - Reliable Sprayer with Mist and Stream Settings"", ""text"": ""Title: Empty Brown Glass Spray Bottles2-Pack, Refillab","[""B08GQV1HZ6"", ""B09FXJRS2G"", ""B0B2PM6T7Z"", ""B09NCDK9T1"", ""B08BFH35VX"", ""B08BKWLHYP""]",B09NCDK9T1,"[""B09FXJRS2G"", ""B08GQV1HZ6"", ""B0B2PM6T7Z"", ""B09NCDK9T1"", ""B08BFH35VX"", ""B08BKWLHYP""]",4,0.43067655807339306,0.25,True,,"{""ranked_item_ids"":[""B09FXJRS2G"",""B08GQV1HZ6"",""B0B2PM6T7Z"",""B09NCDK9T1"",""B08BFH35VX"",""B08BKWLHYP""]}"
parse_failure,beauty_test_AE3PLZHW6NXWBMZ76TDVFQG2MJFA_listwise,"[{""item_id"": ""B00U2VQZC4"", ""title"": ""Neutrogena Ultra Light Facial Cleansing Oil & Makeup Remover, Non-Comedogenic Face Oil Cleanser to Remove Dirt, Oil, Makeup & Waterproof Mascara, 4 fl. oz"", ""text"": ""Title: Neutrogena Ultra Light Facial Cleansing Oil & Makeup Remover, Non-Comedogenic Face Oil Cleanser to Remove Dirt, Oil, Makeup & Waterproof Mascara, 4 fl. oz Description: Remove makeup- even waterproof mascara- as well as dirt and oil from your skin with Neutrogena Ultra Light Cleansing Oil. ","[""B009GPP546"", ""B08GKHQ9P1"", ""B086YGY2HP"", ""B09R826BXF"", ""B0B6DPNJHQ"", ""B0B87SH493""]",B0B6DPNJHQ,[],5,0.38685280723454163,0.2,False,non_json,", Boosts Skin Hydration, Brightens Skin Tone"",""text"":""Title: NIRA Skincare Laser & Serum Bundle - Includes Anti-Aging Laser & Hyaluronic Acid Serum - Reduces Appearance of Fine Lines & Wrinkles, Boosts Skin Hydration, Brightens Skin Tone"",""text_missing"":false,""text_fallback_used"":false,""text_source"":""metadata""},{""item_id"":""B08QVJ4NVD"",""title"":""OGANA CELL Bio Actiome Recovery Cream 50ml / 1.69oz - Mild All in One Cream, Soothing & Anti-Wrinkle,"
parse_failure,beauty_test_AE5ESL52LWWBJTSFOAXSFZA3XCGQ_listwise,"[{""item_id"": ""B08CJHC9ZV"", ""title"": ""SELF/ish Mens Face Lotion | Oil-free Facial Moisturizer Made for Men | Anti-Aging | Quick-absorbing Lightweight Cream | Natural Ingredients | 3.4fl oz"", ""text"": ""Title: SELF/ish Mens Face Lotion | Oil-free Facial Moisturizer Made for Men | Anti-Aging | Quick-absorbing Lightweight Cream | Natural Ingredients | 3.4fl oz"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B07D5FBFQ4"", ""title"": ""Zeitun Natural Anti Cellu","[""B07NZ4F82C"", ""B07KQ32Z8C"", ""B09NSK1NQH"", ""B08F2RBJJ3"", ""B07THLR7RR"", ""B09XF5VG5W""]",B07KQ32Z8C,[],2,0.6309297535714575,0.5,False,non_json," Hydration Intense Recovery Cream - Deeply Moisturizes Severely Dry and Stressed Skin - For Face and Eyes, 1.7 Fl Oz"",""text_missing"":false,""text_fallback_used"":false,""text_source"":""metadata""},{""item_id"":""B08KJF6Y6C"",""title"":""UJM Magnetic Eyelashes 10 Pairs Reusable Magnetic Eyelash and Eyeliner Kit Natural Look False Lashes with Tweezers No Glue Needed Waterproof Magnetic Lashes"",""text"":""Title: UJM Magnetic Eyelashes 10 Pairs Reusable Magnetic Eyelash and Ey"
parse_failure,beauty_test_AE5GH4VM5Q5HNUL4EOAYRLNB7RVA_listwise,"[{""item_id"": ""B093H28PD4"", ""title"": ""BQAN 2 Pieces Wax Pencil for Rhinestones, Dual-ended Rhinestone Picker Dotting Tool, Wax Pen for DIY Nail Art, Rhinestone Gems Crystals Studs Picker With Pink Acrylic Handle (Pink & Pink)"", ""text"": ""Title: BQAN 2 Pieces Wax Pencil for Rhinestones, Dual-ended Rhinestone Picker Dotting Tool, Wax Pen for DIY Nail Art, Rhinestone Gems Crystals Studs Picker With Pink Acrylic Handle (Pink & Pink)"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ","[""B095C1WF44"", ""B09492T3QR"", ""B0B34JJ8SR"", ""B089QR2Y5B"", ""B0B7DNFX1J"", ""B0B1M9NTSY""]",B0B7DNFX1J,[],5,0.38685280723454163,0.2,False,non_json," 100% Natural Organic Cotton Face Mask for Men Women, 100% Cotton Face Mask for Men Women, 100% Cotton Face Mask for Men Women, 100% Cotton Face Mask for Men Women, 100% Cotton Face Mask for Men Women, 100% Cotton Face Mask for Men Women, 100% Cotton Face Mask for Men Women, 100% Cotton Face Mask for Men Women, 100% Cotton Face Mask for Men Women, 100% Cotton Face Mask for Men Women, 100% Cotton"
parse_failure,beauty_test_AEAXAJACFMXIAAH4WOHRMXPSZWFA_listwise,"[{""item_id"": ""B00N6WHTRG"", ""title"": ""Pure Rosehip Seed Oil Certified Organic Large 4 Ounce Bottle (120 Ml) By Jarosa Beauty - Cold Pressed, Virgin & Unrefined, Carrier, Face & Hair Oil - No Fillers or Fragrance"", ""text"": ""Title: Pure Rosehip Seed Oil Certified Organic Large 4 Ounce Bottle (120 Ml) By Jarosa Beauty - Cold Pressed, Virgin & Unrefined, Carrier, Face & Hair Oil - No Fillers or Fragrance"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B0","[""B08XZT4FLY"", ""B005HJHPCA"", ""B0C711DDV7"", ""B09G3KBK7Y"", ""B09N8WV99X"", ""B088TYPM71""]",B09G3KBK7Y,[],4,0.43067655807339306,0.25,False,non_json,"false,""text_source"":""metadata""},{""item_id"":""B08WJ6QZ6G"",""title"":""TULA Probiotic Skin Care Supersize 24-7 Moisture Hydrating Day & Night Cream | Holiday 2020, Ageless is the New Anti-Aging, Face Cream, Contains Watermelon Fruit and Blueberry Extract | 3.4 oz"",""text"":""Title: TULA Probiotic Skin Care Supersize 24-7 Moisture Hydrating Day & Night Cream | Holiday 2020, Ageless is the New Anti-Aging, Face"
parse_failure,beauty_test_AEBWGXGGL3Q5DSTMUQSTVUJDWSMA_listwise,"[{""item_id"": ""B07PPLGRM2"", ""title"": ""JOYYUM 1000W 2-in-1 Hot Air Spin Brush Styler Auto-rotating Negative Ionic Hair Curler Dryer Brush, 1 1/2 Inch and 2 Inch Brush Attachments, Lavander Fog"", ""text"": ""Title: JOYYUM 1000W 2-in-1 Hot Air Spin Brush Styler Auto-rotating Negative Ionic Hair Curler Dryer Brush, 1 1/2 Inch and 2 Inch Brush Attachments, Lavander Fog"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B07SW7D6ZR"", ""title"": ""Kale Firm & Smooth ","[""B08LFYMGS5"", ""B07SLFWZKN"", ""B0BJJRVM3X"", ""B08CMQHW3P"", ""B08PTZL95G"", ""B08BY91SGT""]",B0BJJRVM3X,[],3,0.5,0.3333333333333333,False,non_json," Enhance, Moisturize and Lengthen Natural Lash and Brows"",""text_missing"":false,""text_fallback_used"":false,""text_source"":""metadata""},{""item_id"":""B09Q6Z6Z6K"",""title"":""BQYPOWER Gel Nail Polish Kit with UV Light 84W LED Nail Lamp 8 Nude Colors Gel Nail Polish Starter Kit with No Wipe Base Top Coat, Manicure Kit, Nail Primer, Nail Art Decorations Home DIY Gift"",""text"":""Title: BQYPOWER Gel Nail Polish Kit with UV Light 84W LED Nail Lamp 8 Nude Colors Gel Nail"
parse_failure,beauty_test_AECADZLPUNH3BDNACLFF7PSHN5MQ_listwise,"[{""item_id"": ""B07GHPCT6T"", ""title"": ""Bellezza Versa Styler 1 Inch Titanium Plates Flat Iron Twisted Hair Straighteners (Blush Pink)"", ""text"": ""Title: Bellezza Versa Styler 1 Inch Titanium Plates Flat Iron Twisted Hair Straighteners (Blush Pink) Description: Bellezza Versa Styler 1 Inch Titanium Plates Flat Iron Twisted Hair Straighteners (Blush Pink)"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B085NYYLQ8"", ""title"": ""Caudalie Favorites Set"", ""tex","[""B081M5R5L5"", ""B092Z7Y6QJ"", ""B08MVPVJ7V"", ""B09X2YLWP3"", ""B09NBDZDJW"", ""B09TMRB5NT""]",B092Z7Y6QJ,[],2,0.6309297535714575,0.5,False,non_json,"8QZ6YJ6W"",""title"":""Altaba Long Wavy Wigs Ombre Brown Synthetic Wigs Middle Part Natural Looking Heat Resistant Party Cosplay Full Wig for Women"",""text"":""Title: Altaba Long Wavy Wigs Ombre Brown Synthetic Wigs Middle Part Natural Looking Heat Resistant Party Cosplay Full Wig for Women"",""text_missing"":false,""text_fallback_used"":false,""text_source"":""metadata""},{""item_id"":""B08QZ6YJ6W"",""title"":""Altaba Long Wavy Wigs Ombre Brown Synthetic Wigs Middle Part Natural Looking Heat"
parse_failure,beauty_test_AECTRGMRKOGAYIV3YXX73CQEQCSQ_listwise,"[{""item_id"": ""B00G7PCKI2"", ""title"": ""Degree Male Adrenaline Series Anti-Perspirant and Deodorant Invisible Solid for Men, Overtime, 2.7 Ounce"", ""text"": ""Title: Degree Male Adrenaline Series Anti-Perspirant and Deodorant Invisible Solid for Men, Overtime, 2.7 Ounce"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B075FVH1XS"", ""title"": ""essie Nail Polish, Glossy Shine Finish, Let It Glow, 0.46 fl. oz."", ""text"": ""Title: essie Nail Polish, Glossy Shine F","[""B07F3C1QG4"", ""B08P27T7RZ"", ""B08FR3QXYY"", ""B0B9C3C8SS"", ""B0875V791H"", ""B08ZNLBJ5B""]",B0B9C3C8SS,[],4,0.43067655807339306,0.25,False,non_json,"Perfect Star Hair Claw Clips for Women Girls"",""candidate_text_missing"":false,""candidate_text_fallback_used"":false,""candidate_text_source"":""metadata""},{""candidate_item_id"":""B08ZNLBJ5C"",""title"":""Aldqtz 3PCS Large Star Matte Hair Claw Clips ,Big Nonslip Cute Strong Hold Jaw Clip for Thin Hair Long Hair Thick Hair ,Perfect Star Hair Claw Clips for Women Girls"",""text"":""Title: Aldqtz 3PCS Large Star Matte Hair Claw Clips ,Big Nonslip Cute Strong Hold Jaw Clip for Thin Hair Long Hair Thick Hair ,Perfec"
parse_failure,beauty_test_AEE4M36AZAKURLEYGV23TM3BE7OQ_listwise,"[{""item_id"": ""B0BG6WX4DH"", ""title"": ""AG Care Natural Remedy Apple Cider Vinegar Leave On Mist"", ""text"": ""Title: AG Care Natural Remedy Apple Cider Vinegar Leave On Mist"", ""text_missing"": false, ""text_fallback_used"": false, ""text_source"": ""metadata""}, {""item_id"": ""B086XH7BWW"", ""title"": ""Taya Beauty Buriti Nut Intensive Repair Shampoo & Conditioner Duo – Organic Hydrating Shampoo and Conditioner for Dry Damaged Hair - Restorative Hair Care – Travel Size 2 fl oz"", ""text"": ""Title: Taya Beauty Buriti","[""B09T5L3GF2"", ""B07VQR3W3Z"", ""B084BS1GJP"", ""B009GPP546"", ""B09GGVH7RQ"", ""B08VNP9MKF""]",B009GPP546,[],4,0.43067655807339306,0.25,False,non_json,"cs Total)"",""text"":""Title: Hair Scrunchies for women,Including 3 Pcs Long Silk Satin Hair Scarf & 3 Pcs Bunny Ear Scrunchies & 3 Pcs Elastic Hair Bands Scrunchy and 7Pcs Pearl Hair Clips,(16Pcs Total)"",""candidate_text_missing"":false,""candidate_text_fallback_used"":false,""candidate_text_source"":""metadata""},{""candidate_item_id"":""B09T5L3GF3"",""title"":""Cfalaicos Women Short Curly Bob Wavy Wig for Cosplay Party Halloween Heat Resistant Wigs Full Head Wig with Free Wig Cap"
